cowcode,country,bureau,year,quarter,yearquarter,time,atr100,atr50,delibck,insurg_fatalities,insurg_events,intercomm_events,intercomm_fatalities,interstate_fatalities,protests,progovmilitias,regimechange,rallies,elections,blackouts,pts,vdem,anocracy
411,Equatorial Guinea,AF,2018,Q2,2018 Q2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1
531,Eritrea,AF,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0
572,eSwatini,AF,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0
530,Ethiopia,AF,2018,Q2,2018 Q2,3,0,1,116,0,2,34,276,8,108,1,0,0,0,0,4,1,1
481,Gabon,AF,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,1,1
420,Gambia,AF,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,1
372,Georgia,EUR,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,164,0,0,0,0,0,2,2,1
452,Ghana,AF,2018,Q2,2018 Q2,3,0,0,0,0,0,3,2,0,5,0,0,0,0,0,3,3,0
350,Greece,EUR,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,2,1
438,Guinea,AF,2018,Q2,2018 Q2,3,0,0,2,0,0,4,4,0,3,0,0,0,0,0,3,1,1
404,Guinea-Bissau,AF,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
750,India,SCA,2018,Q2,2018 Q2,3,0,1,136,360,175,45,30,51,"2,954",0,0,0,0,0,4,2,1
850,Indonesia,EAP,2018,Q2,2018 Q2,3,0,0,43,55,19,0,0,0,138,1,0,0,0,0,3,2,1
630,Iran,NEA,2018,Q2,2018 Q2,3,0,0,11,19,3,0,0,0,663,1,0,0,1,1,4,1,1
645,Iraq,NEA,2018,Q2,2018 Q2,3,0,0,99,852,403,25,52,512,50,1,0,0,0,0,4,1,1
666,Israel,NEA,2018,Q2,2018 Q2,3,0,0,16,0,0,0,0,134,191,1,0,0,0,0,3,3,0
663,Jordan,NEA,2018,Q2,2018 Q2,3,0,0,1,0,0,0,0,0,23,0,0,0,0,0,3,0,0
705,Kazakhstan,SCA,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,1,1
501,Kenya,AF,2018,Q2,2018 Q2,3,0,0,21,19,8,10,15,0,39,0,0,0,0,0,4,1,1
690,Kuwait,NEA,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0
703,Kyrgyzstan,SCA,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,29,0,0,0,0,0,3,2,1
812,Laos,EAP,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0
660,Lebanon,NEA,2018,Q2,2018 Q2,3,0,0,1,0,0,2,0,0,17,0,0,0,0,0,3,1,1
570,Lesotho,AF,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
450,Liberia,AF,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1
620,Libya,NEA,2018,Q2,2018 Q2,3,0,0,13,38,11,22,17,11,8,0,0,0,0,0,5,0,0
580,Madagascar,AF,2018,Q2,2018 Q2,3,0,0,9,0,0,1,1,0,11,0,0,0,0,0,3,1,1
553,Malawi,AF,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,8,0,0,0,1,0,3,2,1
820,Malaysia,EAP,2018,Q2,2018 Q2,3,0,0,1,0,0,0,0,0,30,1,0,0,0,0,3,1,1
432,Mali,AF,2018,Q2,2018 Q2,3,1,1,255,157,48,37,162,82,5,0,0,0,0,0,4,2,1
435,Mauritania,AF,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,11,1,0,0,0,0,3,1,1
359,Moldova,EUR,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,41,0,0,0,1,0,3,2,1
341,Montenegro,EUR,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,2,1,1
600,Morocco,NEA,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,30,0,0,0,0,0,2,0,0
541,Mozambique,AF,2018,Q2,2018 Q2,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,3,1,1
775,Myanmar,EAP,2018,Q2,2018 Q2,3,0,0,14,46,155,0,0,0,49,1,0,0,0,0,5,1,1
565,Namibia,AF,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,2,1
790,Nepal,SCA,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,52,1,0,0,0,1,3,2,1
436,Niger,AF,2018,Q2,2018 Q2,3,0,1,100,28,8,0,0,0,0,1,0,0,0,0,4,2,1
475,Nigeria,AF,2018,Q2,2018 Q2,3,1,1,"1,328",509,104,201,"1,209",3,125,1,0,0,0,0,4,2,1
343,North Macedonia,EUR,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,2,2,1
698,Oman,NEA,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
770,Pakistan,SCA,2018,Q2,2018 Q2,3,0,0,74,57,17,24,38,15,"1,254",0,0,0,0,0,4,1,1
840,Philippines,EAP,2018,Q2,2018 Q2,3,1,1,332,145,136,6,5,1,67,0,0,0,0,0,4,2,1
694,Qatar,NEA,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
484,Republic of Congo,AF,2018,Q2,2018 Q2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,1
360,Romania,EUR,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,160,1,0,0,0,0,2,2,1
365,Russia,EUR,2018,Q2,2018 Q2,3,0,0,4,14,11,0,0,0,372,0,0,0,0,0,4,1,1
517,Rwanda,AF,2018,Q2,2018 Q2,3,0,0,7,2,1,1,0,0,1,1,0,0,0,0,3,1,1
670,Saudi Arabia,NEA,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,"1,218",0,0,0,0,0,0,4,0,0
433,Senegal,AF,2018,Q2,2018 Q2,3,0,0,1,0,0,2,0,0,13,0,0,0,0,0,2,2,1
345,Serbia,EUR,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,103,0,0,0,0,1,2,1,1
451,Sierra Leone,AF,2018,Q2,2018 Q2,3,0,0,3,0,0,0,0,0,3,1,0,0,0,0,3,2,1
520,Somalia,AF,2018,Q2,2018 Q2,3,0,1,141,798,310,51,106,276,29,1,0,0,0,0,4,0,0
560,South Africa,AF,2018,Q2,2018 Q2,3,0,0,16,0,0,2,3,0,143,0,0,0,0,0,3,2,1
626,South Sudan,AF,2018,Q2,2018 Q2,3,0,1,140,351,125,19,84,1,2,0,0,0,0,0,5,0,0
780,Sri Lanka,SCA,2018,Q2,2018 Q2,3,0,0,1,0,0,0,0,0,60,1,0,0,0,0,3,2,1
625,Sudan,AF,2018,Q2,2018 Q2,3,0,0,74,353,39,39,39,0,24,0,0,0,0,0,5,1,1
652,Syria,NEA,2018,Q2,2018 Q2,3,1,1,446,"3,080",805,14,18,827,46,0,0,0,0,0,5,0,0
702,Tajikistan,SCA,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,2,1,0,0,0,1,3,1,1
510,Tanzania,AF,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,1
800,Thailand,EAP,2018,Q2,2018 Q2,3,0,0,55,63,104,0,0,0,33,0,0,0,0,0,4,0,0
461,Togo,AF,2018,Q2,2018 Q2,3,0,0,0,0,0,1,0,0,5,0,0,0,0,0,2,1,1
616,Tunisia,NEA,2018,Q2,2018 Q2,3,0,0,1,2,3,0,0,0,32,1,0,0,1,1,2,2,1
640,Turkey,EUR,2018,Q2,2018 Q2,3,0,0,8,582,164,9,6,0,168,0,0,0,0,1,5,1,1
701,Turkmenistan,SCA,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,1
500,Uganda,AF,2018,Q2,2018 Q2,3,0,0,8,0,1,1,0,2,20,1,0,0,0,0,3,1,1
369,Ukraine,EUR,2018,Q2,2018 Q2,3,0,0,6,310,"2,578",0,0,0,122,0,0,0,0,1,4,1,1
696,United Arab Emirates,NEA,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
704,Uzbekistan,SCA,2018,Q2,2018 Q2,3,0,0,1,0,0,0,0,0,1,1,0,0,1,0,3,0,0
816,Vietnam,EAP,2018,Q2,2018 Q2,3,0,0,0,0,0,0,0,0,9,1,0,0,0,0,4,0,0
679,Yemen,NEA,2018,Q2,2018 Q2,3,0,0,103,64,50,3,2,"1,517",69,0,0,0,0,0,5,0,0
551,Zambia,AF,2018,Q2,2018 Q2,3,0,0,3,0,0,1,1,0,1,1,0,0,0,0,3,1,1
552,Zimbabwe,AF,2018,Q2,2018 Q2,3,0,0,1,0,0,0,0,0,24,1,0,0,0,1,3,1,1
700,Afghanistan,SCA,2018,Q3,2018 Q3,4,0,1,227,"12,491","3,169",0,0,508,71,1,0,0,0,1,5,1,1
339,Albania,EUR,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,24,0,0,0,0,0,2,3,0
615,Algeria,NEA,2018,Q3,2018 Q3,4,0,0,2,15,8,0,0,0,85,0,0,0,0,0,2,1,1
540,Angola,AF,2018,Q3,2018 Q3,4,0,0,8,0,0,0,0,0,13,0,0,0,0,0,3,1,1
371,Armenia,EUR,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,1,61,0,0,0,1,0,3,1,1
373,Azerbaijan,EUR,2018,Q3,2018 Q3,4,0,0,1,2,2,0,0,2,11,0,0,0,0,0,3,1,1
692,Bahrain,NEA,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,115,0,0,0,0,0,3,0,0
771,Bangladesh,SCA,2018,Q3,2018 Q3,4,0,0,35,2,2,5,3,1,192,1,0,0,0,1,4,1,1
370,Belarus,EUR,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,20,1,0,0,0,0,3,1,1
434,Benin,AF,2018,Q3,2018 Q3,4,0,0,9,0,0,5,12,0,2,0,0,0,0,0,2,3,0
346,Bosnia and Herzegovina,EUR,2018,Q3,2018 Q3,4,0,0,1,0,0,0,0,0,37,1,0,0,0,0,2,2,1
571,Botswana,AF,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1
355,Bulgaria,EUR,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,45,1,0,0,0,0,2,2,1
439,Burkina Faso,AF,2018,Q3,2018 Q3,4,0,0,49,44,38,1,4,0,8,1,0,0,0,0,3,2,1
516,Burundi,AF,2018,Q3,2018 Q3,4,0,0,40,4,1,7,5,0,6,1,0,0,0,0,4,1,1
811,Cambodia,EAP,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,22,1,0,0,1,1,3,1,1
471,Cameroon,AF,2018,Q3,2018 Q3,4,0,1,160,333,122,4,5,0,8,1,0,0,0,0,4,1,1
482,Central African Republic,AF,2018,Q3,2018 Q3,4,0,0,65,1,7,5,14,3,4,1,0,0,0,0,3,1,1
483,Chad,AF,2018,Q3,2018 Q3,4,0,0,22,43,5,1,3,1,2,0,0,0,0,1,3,1,1
437,Cote d'Ivoire,AF,2018,Q3,2018 Q3,4,0,0,1,0,0,0,0,0,5,0,0,0,0,0,3,2,1
344,Croatia,EUR,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,32,0,0,0,0,0,1,2,1
352,Cyprus,EUR,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,29,0,0,0,0,0,2,3,0
490,Democratic Republic of Congo,AF,2018,Q3,2018 Q3,4,0,1,180,168,78,15,44,33,31,1,0,0,0,0,5,1,1
522,Djibouti,AF,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
651,Egypt,NEA,2018,Q3,2018 Q3,4,0,0,6,156,38,1,2,0,7,1,0,0,0,1,4,1,1
411,Equatorial Guinea,AF,2018,Q3,2018 Q3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1
531,Eritrea,AF,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
572,eSwatini,AF,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0
530,Ethiopia,AF,2018,Q3,2018 Q3,4,1,1,257,4,6,30,99,3,38,1,0,0,0,1,4,1,1
481,Gabon,AF,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,1
420,Gambia,AF,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
372,Georgia,EUR,2018,Q3,2018 Q3,4,0,0,1,0,0,0,0,0,136,0,0,0,0,0,2,2,1
452,Ghana,AF,2018,Q3,2018 Q3,4,0,0,9,0,0,2,1,0,11,0,0,0,0,0,3,3,0
350,Greece,EUR,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,24,0,0,0,0,0,1,2,1
438,Guinea,AF,2018,Q3,2018 Q3,4,0,0,1,0,0,2,2,0,4,1,0,0,0,0,3,1,1
404,Guinea-Bissau,AF,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
750,India,SCA,2018,Q3,2018 Q3,4,0,1,144,233,173,65,49,9,"3,495",1,0,0,0,1,4,2,1
850,Indonesia,EAP,2018,Q3,2018 Q3,4,0,0,17,15,10,0,0,1,169,0,0,0,0,0,3,2,1
630,Iran,NEA,2018,Q3,2018 Q3,4,0,0,0,58,5,0,0,2,443,1,0,0,0,0,4,1,1
645,Iraq,NEA,2018,Q3,2018 Q3,4,0,0,69,"1,177",451,27,37,277,134,1,0,0,0,1,4,1,1
666,Israel,NEA,2018,Q3,2018 Q3,4,0,0,5,0,0,0,0,70,111,1,0,0,0,0,3,3,0
663,Jordan,NEA,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0
705,Kazakhstan,SCA,2018,Q3,2018 Q3,4,0,0,0,0,0,2,1,1,4,0,0,0,0,0,3,1,1
501,Kenya,AF,2018,Q3,2018 Q3,4,0,0,56,48,15,24,26,0,38,0,0,0,0,0,4,1,1
690,Kuwait,NEA,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0
703,Kyrgyzstan,SCA,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,2,1
812,Laos,EAP,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
660,Lebanon,NEA,2018,Q3,2018 Q3,4,0,0,2,0,0,2,0,0,35,0,0,0,0,0,3,1,1
570,Lesotho,AF,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1
450,Liberia,AF,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,1
620,Libya,NEA,2018,Q3,2018 Q3,4,0,0,9,26,8,3,1,2,22,1,0,0,0,0,5,0,0
580,Madagascar,AF,2018,Q3,2018 Q3,4,0,0,5,0,0,1,12,0,3,0,0,0,0,0,3,1,1
553,Malawi,AF,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2,1
820,Malaysia,EAP,2018,Q3,2018 Q3,4,0,0,0,0,1,0,0,0,39,0,0,0,0,0,3,1,1
432,Mali,AF,2018,Q3,2018 Q3,4,0,1,196,93,52,34,157,30,21,1,0,0,1,1,4,2,1
435,Mauritania,AF,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,6,0,0,0,1,0,3,1,1
359,Moldova,EUR,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,63,0,0,0,0,0,3,2,1
341,Montenegro,EUR,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2,1,1
600,Morocco,NEA,2018,Q3,2018 Q3,4,0,0,2,0,1,0,0,0,24,1,0,0,0,0,2,0,0
541,Mozambique,AF,2018,Q3,2018 Q3,4,0,0,33,0,0,0,0,0,4,0,0,0,0,0,3,1,1
775,Myanmar,EAP,2018,Q3,2018 Q3,4,0,0,25,31,86,1,0,0,68,1,0,0,0,0,5,1,1
565,Namibia,AF,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,2,1
790,Nepal,SCA,2018,Q3,2018 Q3,4,0,0,5,0,0,0,0,1,173,1,0,0,0,1,3,2,1
436,Niger,AF,2018,Q3,2018 Q3,4,0,0,10,14,9,0,0,0,5,1,0,0,0,0,4,2,1
475,Nigeria,AF,2018,Q3,2018 Q3,4,1,1,578,596,88,89,336,2,111,1,0,0,0,0,4,2,1
343,North Macedonia,EUR,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,2,1
698,Oman,NEA,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
770,Pakistan,SCA,2018,Q3,2018 Q3,4,1,1,268,240,21,59,90,12,"1,209",0,0,0,0,0,4,1,1
840,Philippines,EAP,2018,Q3,2018 Q3,4,1,1,343,158,119,2,1,3,38,0,0,0,0,0,4,2,1
694,Qatar,NEA,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
484,Republic of Congo,AF,2018,Q3,2018 Q3,4,0,0,26,0,0,0,0,0,0,1,0,0,0,0,3,1,1
360,Romania,EUR,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,133,1,0,0,0,0,2,2,1
365,Russia,EUR,2018,Q3,2018 Q3,4,0,0,2,8,7,0,0,0,436,0,0,0,1,0,4,1,1
517,Rwanda,AF,2018,Q3,2018 Q3,4,0,0,2,2,1,1,0,0,0,1,0,0,0,0,3,1,1
670,Saudi Arabia,NEA,2018,Q3,2018 Q3,4,0,0,0,4,2,0,0,"1,439",0,0,0,0,0,0,4,0,0
433,Senegal,AF,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,2,1
345,Serbia,EUR,2018,Q3,2018 Q3,4,0,0,1,0,0,1,0,0,27,0,0,0,0,0,2,1,1
451,Sierra Leone,AF,2018,Q3,2018 Q3,4,0,0,2,0,0,0,0,0,2,1,0,0,0,0,3,2,1
520,Somalia,AF,2018,Q3,2018 Q3,4,0,1,166,827,307,43,98,338,18,1,0,0,0,0,4,0,0
560,South Africa,AF,2018,Q3,2018 Q3,4,0,0,8,0,0,4,4,0,149,0,0,0,0,0,3,2,1
626,South Sudan,AF,2018,Q3,2018 Q3,4,0,0,83,78,71,30,217,0,0,1,0,0,0,0,5,0,0
780,Sri Lanka,SCA,2018,Q3,2018 Q3,4,0,0,1,0,2,0,0,0,100,1,0,0,0,0,3,2,1
625,Sudan,AF,2018,Q3,2018 Q3,4,0,0,46,105,22,25,34,0,8,0,0,0,0,0,5,1,1
652,Syria,NEA,2018,Q3,2018 Q3,4,1,1,"1,265","2,568",678,21,169,477,357,1,0,0,0,0,5,0,0
702,Tajikistan,SCA,2018,Q3,2018 Q3,4,0,0,6,4,1,0,0,0,1,1,0,0,0,0,3,1,1
510,Tanzania,AF,2018,Q3,2018 Q3,4,0,0,1,0,0,0,0,0,2,1,0,0,0,0,3,2,1
800,Thailand,EAP,2018,Q3,2018 Q3,4,0,0,37,50,72,0,0,1,8,0,0,0,0,0,4,0,0
461,Togo,AF,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
616,Tunisia,NEA,2018,Q3,2018 Q3,4,0,0,0,4,7,0,0,0,36,1,0,0,0,1,2,2,1
640,Turkey,EUR,2018,Q3,2018 Q3,4,0,0,9,676,268,4,4,0,208,0,0,0,0,1,5,1,1
701,Turkmenistan,SCA,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,1
500,Uganda,AF,2018,Q3,2018 Q3,4,0,0,14,1,1,2,0,0,22,1,0,0,0,0,3,1,1
369,Ukraine,EUR,2018,Q3,2018 Q3,4,0,0,4,197,"2,489",0,0,0,90,0,0,0,0,1,4,1,1
696,United Arab Emirates,NEA,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
704,Uzbekistan,SCA,2018,Q3,2018 Q3,4,0,0,0,0,0,0,0,0,6,1,0,0,0,0,3,0,0
816,Vietnam,EAP,2018,Q3,2018 Q3,4,0,0,2,0,0,0,0,0,4,1,0,0,0,0,4,0,0
679,Yemen,NEA,2018,Q3,2018 Q3,4,0,1,128,89,29,10,27,"1,322",108,0,0,0,0,0,5,0,0
551,Zambia,AF,2018,Q3,2018 Q3,4,0,0,3,0,0,0,0,0,1,1,0,0,1,0,3,1,1
552,Zimbabwe,AF,2018,Q3,2018 Q3,4,0,0,4,0,0,1,0,0,14,1,0,0,0,1,3,1,1
700,Afghanistan,SCA,2018,Q4,2018 Q4,5,0,1,217,"8,724","2,400",0,0,624,5,1,0,0,1,0,5,1,1
339,Albania,EUR,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,112,0,0,0,0,0,2,3,0
615,Algeria,NEA,2018,Q4,2018 Q4,5,0,0,2,0,0,3,0,0,216,0,0,0,1,0,2,1,1
540,Angola,AF,2018,Q4,2018 Q4,5,0,0,22,0,0,2,6,0,10,0,0,0,0,0,3,1,1
371,Armenia,EUR,2018,Q4,2018 Q4,5,0,0,2,0,0,0,0,1,56,0,0,0,0,0,3,1,1
373,Azerbaijan,EUR,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,1,1
692,Bahrain,NEA,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,107,0,0,0,1,0,3,0,0
771,Bangladesh,SCA,2018,Q4,2018 Q4,5,0,0,55,9,6,14,15,6,172,1,0,0,1,1,4,1,1
370,Belarus,EUR,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,28,0,0,0,0,0,3,1,1
434,Benin,AF,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0
346,Bosnia and Herzegovina,EUR,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,68,1,0,0,1,0,2,2,1
571,Botswana,AF,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,2,1
355,Bulgaria,EUR,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,183,1,0,0,0,0,2,2,1
439,Burkina Faso,AF,2018,Q4,2018 Q4,5,0,1,113,66,86,1,1,7,51,1,0,0,0,0,3,2,1
516,Burundi,AF,2018,Q4,2018 Q4,5,0,0,58,0,0,5,9,0,23,1,0,0,0,0,4,1,1
811,Cambodia,EAP,2018,Q4,2018 Q4,5,0,0,1,0,0,1,1,0,20,1,0,0,0,0,3,1,1
471,Cameroon,AF,2018,Q4,2018 Q4,5,0,1,127,407,125,3,3,0,10,1,0,0,1,0,4,1,1
482,Central African Republic,AF,2018,Q4,2018 Q4,5,0,1,128,1,3,10,9,2,6,1,0,0,0,0,3,1,1
483,Chad,AF,2018,Q4,2018 Q4,5,0,0,13,62,6,12,56,21,2,1,0,0,0,1,3,1,1
437,Cote d'Ivoire,AF,2018,Q4,2018 Q4,5,0,0,4,0,0,4,3,0,11,1,0,0,0,0,3,2,1
344,Croatia,EUR,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,2,1
352,Cyprus,EUR,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,1,26,0,0,0,0,0,2,3,0
490,Democratic Republic of Congo,AF,2018,Q4,2018 Q4,5,1,1,600,234,61,14,529,18,42,1,0,0,1,1,5,1,1
522,Djibouti,AF,2018,Q4,2018 Q4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1
651,Egypt,NEA,2018,Q4,2018 Q4,5,0,0,23,250,127,0,0,0,40,1,0,0,0,1,4,1,1
411,Equatorial Guinea,AF,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
531,Eritrea,AF,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
572,eSwatini,AF,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
530,Ethiopia,AF,2018,Q4,2018 Q4,5,0,1,160,23,13,45,191,0,82,1,0,0,0,1,4,1,1
481,Gabon,AF,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,7,0,0,0,1,0,3,1,1
420,Gambia,AF,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
372,Georgia,EUR,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,148,0,0,0,1,0,2,2,1
452,Ghana,AF,2018,Q4,2018 Q4,5,0,0,4,0,0,5,4,0,9,0,0,0,0,0,3,3,0
350,Greece,EUR,2018,Q4,2018 Q4,5,0,0,4,0,0,0,0,0,65,0,0,0,0,0,1,2,1
438,Guinea,AF,2018,Q4,2018 Q4,5,0,0,5,0,0,1,0,0,37,0,0,0,0,0,3,1,1
404,Guinea-Bissau,AF,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,1
750,India,SCA,2018,Q4,2018 Q4,5,0,1,149,228,166,73,58,11,"3,428",1,0,0,0,1,4,2,1
850,Indonesia,EAP,2018,Q4,2018 Q4,5,0,0,33,31,13,0,0,0,210,1,0,0,0,0,3,2,1
630,Iran,NEA,2018,Q4,2018 Q4,5,0,0,0,3,2,0,0,1,654,1,0,0,0,0,4,1,1
645,Iraq,NEA,2018,Q4,2018 Q4,5,0,0,54,643,327,16,22,323,63,1,0,0,0,0,4,1,1
666,Israel,NEA,2018,Q4,2018 Q4,5,0,0,8,0,0,1,1,67,140,1,0,0,0,0,3,3,0
663,Jordan,NEA,2018,Q4,2018 Q4,5,0,0,1,0,0,0,0,0,12,1,0,0,0,0,3,0,0
705,Kazakhstan,SCA,2018,Q4,2018 Q4,5,0,0,0,0,1,0,0,0,5,0,0,0,0,0,3,1,1
501,Kenya,AF,2018,Q4,2018 Q4,5,0,0,24,5,7,26,38,2,25,0,0,0,0,0,4,1,1
690,Kuwait,NEA,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
703,Kyrgyzstan,SCA,2018,Q4,2018 Q4,5,0,0,3,0,1,0,0,0,24,0,0,0,0,0,3,2,1
812,Laos,EAP,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
660,Lebanon,NEA,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,1,19,1,0,0,0,0,3,1,1
570,Lesotho,AF,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
450,Liberia,AF,2018,Q4,2018 Q4,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,2,1
620,Libya,NEA,2018,Q4,2018 Q4,5,0,0,36,70,18,9,37,11,59,1,0,0,0,0,5,0,0
