data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6925862,170,COL1982,1982,15-Feb-20,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Indigenous Group (Colombia),7,37,South America,Colombia,Cauca,Buenos Aires,,Buenos Aires,3.015,-76.6427,1,El Colombiano; EFE,National-International,"On February 15, 2020, in Las Delicias, Buenos Aires, Cauca department, unidentified armed individuals shot dead an indigenous person. Members of the Guardia Indigena tried to protect the victim while perpetrators fled the area. The motive of the attack is not reported. One fatality recorded.",1,1582839777,COL
6944294,170,COL1984,1984,15-Feb-20,2020,1,Battles,Armed clash,ELN: National Liberation Army,,2,Police Forces of Colombia (2018-),,1,12,South America,Colombia,Cesar,Pailitas,,Pailitas,8.956,-73.6258,1,El Universal (Colombia),National,"On February 15, 2020, in Pailitas, Cesar department, members of the National Liberation Army (ELN) clashed with Police officers, after the ELN attacked attacked with shots a group of civilians that were inside two buses. Four police officers were injured. The event occurred during the 72-hour armed strike initiated by the ELN in Colombia and the Zulia state in Venezuela. No fatalities reported.",0,1582839962,COL
6944313,170,COL1983,1983,15-Feb-20,2020,1,Violence against civilians,Attack,ELN: National Liberation Army,,2,Civilians (Colombia),Labour Group (Colombia),7,27,South America,Colombia,Cesar,Pailitas,,Pailitas,8.956,-73.6258,1,El Universal (Colombia),National,"On February 15, 2020, in Pailitas, Cesar department, members of the National Liberation Army (ELN) attacked with shots a group of civilians that were inside two buses. One of the buses was burned and one bus driver was injured. Four police officers were injured by ELN members when they arrived to control the situation. The attack occurred during the 72-hour armed strike initiated by the ELN in Colombia and the Zulia state in Venezuela. No fatalities reported.",0,1582839962,COL
6936007,170,COL1981,1981,15-Feb-20,2020,1,Strategic developments,Looting/property destruction,ELN: National Liberation Army,,2,Civilians (Colombia),,7,27,South America,Colombia,Magdalena,Aracataca,,Aracataca,10.5898,-74.1868,1,Diario La Libertad,National,"On February 15, 2020, in Aracataca, Magdalena department, suspected members of the National Liberation Army (ELN) burned a bus from the private company Brasilia. No injuries or fatalities reported. [size=no report]",0,1582839935,COL
6944001,170,COL1973,1973,14-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Labour Group (Colombia),6,,,0,60,South America,Colombia,"Bogota, D.C.","Bogota, D.C.",,Bogota-Los Martires,4.6065,-74.0912,1,El Tiempo (Colombia),National,"On February 14, 2020, on the 13th street, Bogota-Los Martires, around 40 truck drivers protested to reject the prohibition of driving trucks in the city that are more than 20 years old. The prohibition of driving these trucks is for certain hours of the day. [size=around 40]",0,1582839961,COL
6944064,170,COL1976,1976,14-Feb-20,2020,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Indigenous Group (Colombia); Former Government of Colombia (2018-),7,37,South America,Colombia,Narino,Cumbal,,Cumbal,0.9062,-77.7923,1,El Tiempo (Colombia),National,"On February 14, 2020, in Cumbal, Narino department, a former mayor and member of an indigenous group disappeared. The body was found on February 18. The motive of the attack is not clear. One fatality reported.",1,1582839961,COL
6955095,170,COL1979,1979,14-Feb-20,2020,2,Strategic developments,Change to group/activity,ELN: National Liberation Army,,2,,,0,20,South America,Colombia,Norte De Santander,Ocana,,Ocana,8.2475,-73.3558,1,La Opinion (Colombia),National,"Between February 14 and 15, 2020, in Ocana, Norte de Santander department, members of the National Liberation Army (ELN) stationed a truck in the middle of the road. The ELN prohibited the pass between Venezuela and Colombia for the weekend. This event occurred during the 72-hour armed strike initiated by the ELN in Colombia and the Zulia state in Venezuela. The motive of this action is not reported. [size=no report]",0,1582840317,COL
6937193,170,COL1978,1978,14-Feb-20,2020,1,Battles,Armed clash,FARC Dissident - 18th Front: Revolutionary Armed Forces of Colombia Dissident Faction (18th Front),,2,Gulf Clan,,3,23,South America,Colombia,Antioquia,Ituango,,Ituango,7.1716,-75.7647,1,El Colombiano,Subnational,"On February 14, 2020, in Ituango, Antioquia department, there was an armed clash between members of the Gulf Clan and the FARC Dissident 18th Front. Both groups are trying to control the area. 24 people were displaced after the armed clash. No fatalities were reported.",0,1582839939,COL
6955124,170,COL1977,1977,14-Feb-20,2020,2,Battles,Armed clash,ELN: National Liberation Army,,2,Military Forces of Colombia (2018-),,1,12,South America,Colombia,Norte De Santander,Hacari,,Hacari,8.3217,-73.146,2,La Opinion (Colombia),National,"As reported on February 14, 2020, in the rural area of Romeritos in Hacari, Norte de Santander department, there have been clashes between members of the National Liberation Army (ELN) and soldiers. The armed clashes have taken place during the 72-hour armed strike initiated by the ELN in Colombia and neighboring states in Venezuela. No fatalities reported.",0,1582840317,COL
6955129,170,COL1975,1975,14-Feb-20,2020,2,Battles,Armed clash,ELN: National Liberation Army,,2,Military Forces of Colombia (2018-),,1,12,South America,Colombia,Norte De Santander,Convencion,,Convencion,8.4704,-73.3372,1,La Opinion (Colombia),National,"As reported on February 14, 2020, in Convencion, Norte de Santander department, there have been clashes between members of the National Liberation Army (ELN) and soldiers. The armed clashes have taken place during the 72-hour armed strike initiated by the ELN in Colombia and neighboring states in Venezuela. No fatalities reported.",0,1582840317,COL
6935953,170,COL1980,1980,14-Feb-20,2020,2,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Colombia),,3,,,0,30,South America,Colombia,Norte De Santander,Tibu,,Tibu,8.6395,-72.7359,1,Diario La Libertad,National,"On February 14, 2020, in Tibu, Norte de Santander department, unidentified armed individuals activated an explosive, creating a crater in a road. The motive of the explosion is not reported. No fatalities or injuries reported.",0,1582839935,COL
6955164,170,COL1974,1974,14-Feb-20,2020,2,Battles,Armed clash,ELN: National Liberation Army,,2,Military Forces of Colombia (2018-),,1,12,South America,Colombia,Norte De Santander,Convencion,,Cartagenita,8.8732,-73.2001,1,La Opinion (Colombia),National,"As reported on February 14, 2020, in Cartagenita, Convencion, Norte de Santander department, there have been clashes between members of the National Liberation Army (ELN) and soldiers. The armed clashes have taken place during the 72-hour armed strike initiated by the ELN in Colombia and neighboring states in Venezuela. No fatalities reported.",0,1582840317,COL
6938403,170,COL1972,1972,13-Feb-20,2020,1,Explosions/Remote violence,Remote explosive/landmine/IED,ELN: National Liberation Army,,2,Military Forces of Colombia (2018-),,1,12,South America,Colombia,Arauca,Puerto Rondon,,Puerto Rondon,6.2839,-71.0977,2,El Espectador,National,"On February 13, 2020, near a military base in Puerto Rondon, Arauca department, members of the National Liberation Army (ELN) exploded a car. The motive of the attack is not reported. No injuries or fatalities are reported.",0,1582839943,COL
6944358,170,COL1971,1971,13-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,South America,Colombia,Bolivar,Cartagena,,Cartagena,10.3917,-75.4824,1,El Universal (Colombia),National,"On February 13, 2020, in front of the Ciry Institute in Cartagena, Bolivar department, a group of parents protested with banners to ask the Education Secretary office to not close the institute. The possibility of closing the institute came after a student was burned inside the institute in 2018. [size=no report]",0,1582839962,COL
6935969,170,COL1966,1966,13-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Labour Group (Colombia); Students (Colombia),6,,,0,60,South America,Colombia,Atlantico,Barranquilla,,Barranquilla,10.9799,-74.8013,1,Diario La Libertad,National,"On February 13, 2020, in Barranquilla, Atlantico department, a group of residents and moto-taxi drivers protested for the increase of robberies in the area. Protesters informed that the insecurity in the areas is due to the number of Venezuelan migrants. [size=no report]",0,1582839935,COL
6944428,170,COL1970,1970,13-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,South America,Colombia,Bolivar,Cartagena,,Cartagena,10.3917,-75.4824,1,El Universal (Colombia),National,"On February 13, 2020, in the Manga community in Cartagena, Bolivar department, a group of residents protested to demand the prohibition of moto-taxis in the area. [size=no report]",0,1582839962,COL
6938561,170,COL1969,1969,13-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Students (Colombia),6,,,0,60,South America,Colombia,"Bogota, D.C.","Bogota, D.C.",,Bogota-Teusaquillo,4.6411,-74.0857,1,El Espectador,National,"On February 13, 2020, on the El Dorado avenue with Carrera 33, Teusaquillo, Bogota, 30 students protested after the announcement made by the Mayor of Medellin in which it is allowed that ESMAD officers enter universities when there are violent demonstrations. [size=30]",0,1582839943,COL
6938576,170,COL1968,1968,13-Feb-20,2020,1,Riots,Violent demonstration,Rioters (Colombia),Students (Colombia),5,Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,,1,15,South America,Colombia,"Bogota, D.C.","Bogota, D.C.",,Bogota-Teusaquillo,4.6411,-74.0857,1,El Espectador,National,"On February 13, 2020, in Bogota-Teusaquillo, 200 people, including students, demonstrated throwing objects and explosives. The demonstration took place after a small number of students gathered early in the morning to reject the possibility of ESMAD officers to enter universities in Antioquia. Esmad officers were present with tanks. [size=200]",0,1582839944,COL
6938351,170,COL1967,1967,13-Feb-20,2020,1,Riots,Violent demonstration,Rioters (Colombia),Students (Colombia),5,Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,,1,15,South America,Colombia,"Bogota, D.C.","Bogota, D.C.",,Bogota-Santa Fe,4.6113,-74.0592,1,El Espectador,National,"On February 13, 2020, in front of the University College of Cundinamarca in Bogota-Santa Fe, 70 students threw stones to demonstrate against the presence of Esmad officers within universities. Security forces arrived to control the situation. [size=70]",0,1582839943,COL
6937197,170,COL1965,1965,12-Feb-20,2020,1,Riots,Mob violence,Rioters (Colombia),Students (Colombia),5,Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron,,1,15,South America,Colombia,Antioquia,Medellin,,Medellin,6.2496,-75.5774,1,El Colombiano,Subnational,"On February 12, 2020, at the National University in Medellin, Antioquia department, a group of students gathered to demand better policies from the government of President Ivan Duque. Later, rioters detonated explosives and clashed with Esmad officers. Police officers shot tear gas at rioters. Students, professors, and administrative workers were evacuated. Three rioters were injured when a driver did not stop at the checkpoint that was installed outside the university. [size=no report]",0,1582839939,COL
6969781,170,COL1961,1961,12-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,South America,Colombia,Santander,Bucaramanga,,Bucaramanga,7.1163,-73.1326,1,Vanguardia Liberal,Subnational,"On February 12, 2020, in front of Profamilia, Bucaramanga, Santander department, a group of people protested to reject abortion. Protesters reject the interruption of a seven months pregnancy. [size=no report]",0,1582840377,COL
6955191,170,COL1963,1963,12-Feb-20,2020,1,Strategic developments,Looting/property destruction,EPL: Popular Liberation Army,,2,Civilians (Colombia),Labour Group (Colombia),7,27,South America,Colombia,Norte De Santander,Cucuta,,Cucuta,7.8939,-72.5078,1,La Opinion (Colombia),National,"On February 12, 2020, in the Las Coralinas neighborhood in Cucuta, Norte de Santander department, members of the Popular Liberation Army (EPL) burned a bus from the company Coomicro. The bus was parked in a residential area. The action took place after members of the EPL mentioned that there will be an armed strike starting on February 14. Member of the National Liberation Army (ELN) also announced an armed strike on February 14. No fatalities reported. [size=no report]",0,1582840318,COL
6969820,170,COL1962,1962,12-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Judges (Colombia),6,,,0,60,South America,Colombia,Santander,Bucaramanga,,Bucaramanga,7.1163,-73.1326,1,Vanguardia Liberal,Subnational,"On February 12, 2020, in front of the Justice Palace in Bucaramanga, Santander department, a group of judges protested to demand the payment of a premium that the national government owes them. [size=no report]",0,1582840377,COL
6941169,170,COL1964,1964,12-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Students (Colombia),6,,,0,60,South America,Colombia,Tolima,Ibague,,Ibague,4.4396,-75.1937,1,El Nuevo Dia (Colombia),National,"On February 12, 2020, in front of the Mayor's office in Ibague, Tolima department, students with hearing impairment protested to demand interpreters that are needed to receive classes. [size=no report]",0,1582839952,COL
6944405,170,COL1959,1959,11-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,South America,Colombia,Bolivar,Cartagena,,Cartagena,10.3917,-75.4824,1,El Universal (Colombia),National,"On February 11, 2020, on El Lago avenue, Cartagena, Bolivar department, users of a private health provider protested after seven months demanding medicines and appointments with specialists. [size=no report]",0,1582839962,COL
6944463,170,COL1960,1960,11-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,South America,Colombia,Bolivar,Cartagena,,Cartagena,10.3917,-75.4824,1,El Universal (Colombia),National,"On 11 February 2020, in the La Batea sector in Cartagena, Bolivar department, users of public transportation protested for the second day in a row due to the cancellation of the route Campestre-Nelson Mandela. [size=no report]",0,1582839962,COL
6944312,170,COL1958,1958,10-Feb-20,2020,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Unidentified Communal Group (Colombia),7,37,South America,Colombia,Cordoba,San Jose De Ure,,San Jose de Ure,7.7872,-75.5331,1,El Universal (Colombia),National,"As reported on February 10, 2020, in the Puerto Colombia community in San Jose de Ure, Cordoba department, a social leader was shot dead by unidentified armed individuals. The victim was working on the process of replace illicit crops in the area. The motive of the attack is not reported. One fatality recorded.",1,1582839962,COL
6938718,170,COL1957,1957,10-Feb-20,2020,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),JAC: Council of Communal Action; Unidentified Communal Group (Colombia),7,37,South America,Colombia,Putumayo,Puerto Guzman,,Puerto Guzman,0.9629,-76.4085,1,El Espectador,National,"As reported on February 10, 2020, in the Villa Fatima community, Puerto Guzman, Putumayo department, two social leaders were kidnapped by unidentified armed individuals. Two days later their bodies were found. One of the victim was the prosecutor of the Community Action Board (JAC) in Villa Fatima. The motive of the attack is not reported. Two fatalities recorded.",2,1582839944,COL
6944395,170,COL1956,1956,10-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,South America,Colombia,Bolivar,Cartagena,,Cartagena,10.3917,-75.4824,1,El Universal (Colombia),National,"On 10 February 2020, in the La Batea sector in Cartagena, Bolivar department, users of public transportation protested due to the cancellation of the route Campestre-Nelson Mandela. [size=no report]",0,1582839962,COL
6969794,170,COL1955,1955,10-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Students (Colombia); Women (Colombia),6,,,0,60,South America,Colombia,Santander,Bucaramanga,,Bucaramanga,7.1163,-73.1326,1,Vanguardia Liberal,Subnational,"On February 10, 2020, in Bucaramanga, Santander department, a group of female students from the Industrial University of Santander protested against professors that were harassing students within the university. [size=no report]",0,1582840377,COL
6938305,170,COL1954,1954,9-Feb-20,2020,1,Battles,Armed clash,ELN: National Liberation Army,,2,Police Forces of Colombia (2018-),,1,12,South America,Colombia,Narino,Mallama,,San Miguel,1.1847,-77.9126,2,El Espectador,National,"On February 9, 2020, in Chucunes, Mallama municipality, Narino department, unidentified armed individuals exploded a grenade and fires shots against a police station. Authorities suspect that members of the National Liberation Army (ELN) detonated the grenade. No further information.",0,1582839943,COL
6938310,170,COL1953,1953,9-Feb-20,2020,1,Battles,Armed clash,ELN: National Liberation Army,,2,Police Forces of Colombia (2018-),,1,12,South America,Colombia,Narino,Ricaurte,,Ricaurte,1.2129,-77.9954,1,El Espectador,National,"On February 9, 2020, in Ricaurte municipality, Narino department, unidentified armed individuals exploded a grenade and fired shots against a police station. Authorities suspect that members of the National Liberation Army (ELN) detonated the grenade. Three police officers were injured.",0,1582839943,COL
6955239,170,COL1952,1952,8-Feb-20,2020,2,Battles,Armed clash,FARC Dissident - 18th Front: Revolutionary Armed Forces of Colombia Dissident Faction (18th Front),,2,Military Forces of Colombia (2018-),,1,12,South America,Colombia,Antioquia,Ituango,,Santa Rita,7.3198,-75.6157,1,La Opinion (Colombia),National,"As reported on February 8, 2020, in Santa Rita, Ituango municipality, Antioquia department, there was an armed clash between members of the 18th FARC dissident front and soldiers. The second in command of the 18th FARC dissident front was killed during the clash. One fatality recorded.",1,1582840318,COL
6955113,170,COL1951,1951,7-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Women (Colombia),6,,,0,60,South America,Colombia,Norte De Santander,Cucuta,,Cucuta,7.8939,-72.5078,1,La Opinion (Colombia),National,"On February 7, 2020, in Cucuta, Norte de Santander department, a group of women protested due to delays in the contracting processes for the development of education in the North of Santander department. [size=no report]",0,1582840317,COL
6938242,170,COL1948,1948,6-Feb-20,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Government of Colombia (2018-),7,37,South America,Colombia,Boyaca,Guican,,Guican,6.5368,-72.273,1,El Espectador,National,"On February 6, 2020, in Guaican, Boyaca department, a park ranger was killed by unidentified armed individuals. The reason for the attack is unknown. The director of Natural Parks reported that 19 reports of threats have been registered in 10 national parks.",1,1582839942,COL
6941400,170,COL1949,1949,6-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Teachers (Colombia); Women (Colombia),6,,,0,60,South America,Colombia,Valle Del Cauca,Palmira,,Palmira,3.5323,-76.2986,1,El Pais (Colombia),Subnational,"On February 6, 2020, in Palmira, Valle del Cauca department, a group of women and teachers protested due to the delays in the hiring of teaching and administrative staff in the Child Development Centers. [size=no report]",0,1582839953,COL
6941406,170,COL1950,1950,6-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Labour Group (Colombia); Teachers (Colombia),6,,,0,60,South America,Colombia,Valle Del Cauca,Palmira,,Palmira,3.5323,-76.2986,1,El Pais (Colombia),Subnational,"On February 6, 2020, in Palmira, Valle del Cauca department, teachers and workers from a Child Development Center (CDI) protested due to the delay in the renewal of contracts. More than 1,000 kids could be affected if the contracts of teachers and workers are not renewed. [size=no report]",0,1582839953,COL
6955097,170,COL1944,1944,5-Feb-20,2020,1,Strategic developments,Other,Civilians (Colombia),,7,,,0,70,South America,Colombia,Norte De Santander,Abrego,,Abrego,8.0818,-73.2217,1,La Opinion (Colombia),National,"On February 5, 2020, in La Arenosa community in Abrego, Norte de Santander department, 236 people were displaced to other parts of the Norte de Santander due to the armed clashes between members of the National Liberation Army (ELN) and members of the Popular Liberation Army (EPL).",0,1582840317,COL
6944371,170,COL1945,1945,5-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,South America,Colombia,Bolivar,Cartagena,,Cartagena,10.3917,-75.4824,1,El Universal (Colombia),National,"On February 5, 2020, in Cartagena, Bolivar department, users of the Campestre-Nelson Mandela bus route protested due to the cancellation of the bus route. Protesters informed that the route is a necessity for many residents and that other transportation options such as Transcaribe are too expensive. [size=no report]",0,1582839962,COL
6969785,170,COL1946,1946,5-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,South America,Colombia,Santander,Floridablanca,,Floridablanca,7.0724,-73.099,1,Vanguardia Liberal,Subnational,"On February 5, 2020, in Floridablanca, Santander department, residents protested due to the lack of progress in the construction of road infrastructure. [size=no report]",0,1582840377,COL
6931188,170,COL18,18,5-Feb-20,2020,2,Battles,Armed clash,FARC Dissident: Revolutionary Armed Forces of Colombia Dissident Faction,,2,Military Forces of Colombia (2018-),,1,12,South America,Colombia,Putumayo,Puerto Guzman,,Puerto Guzman,0.9629,-76.4085,1,BBC News,International,"As reported on February 5, 2020, in Puerto Guzman, Putumayo department, there was an armed clash between soldiers and FARC dissidents. The armed clash originated after soldiers conducted an operation to dismantle a FARC dissident camp. FARC dissidents fled the area. No injuries or fatalities reported.  Guns, magazines, cartridges, radios, camouflage outfits, and other equipment were seized.",0,1582839794,COL
6969850,170,COL1947,1947,5-Feb-20,2020,2,Battles,Armed clash,Unidentified Armed Group (Colombia),,3,Police Forces of Colombia (2018-),,1,13,South America,Colombia,Narino,Mallama,,Piedrancha,1.1408,-77.8644,2,W Radio,National,"As reported on February 5, 2020, in Mallama, Narino department, unidentified armed individuals attacked a police station. Several armed groups are in the area such as the National Liberation Army (ELN). The motive of the attack is unknown. No injuries reported.",0,1582840377,COL
6938656,170,COL1941,1941,4-Feb-20,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Unidentified Communal Group (Colombia); JAC: Council of Communal Action,7,37,South America,Colombia,Boyaca,El Cocuy,,El Cocuy,6.3283,-72.4357,1,El Espectador,National,"On February 4, 2020, in El Cocuy, Boyaca department, a social leader was shot dead in front of his house by two unidentified armed individuals. The victim was the  treasurer of the Community Action Board (JAC) of the area. The motive of the attack is not reported. One fatality reported.",1,1582839944,COL
6944319,170,COL1939,1939,4-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Private Security Forces (Colombia),6,,,0,60,South America,Colombia,Bolivar,Cartagena,,Cartagena,10.3917,-75.4824,1,El Universal (Colombia),National,"On February 4, 2020, in Cartagena, Bolivar department, private security workers protested to demand the payment of several salaries that have not been paid on time. [size=no report]",0,1582839962,COL
6955074,170,COL1940,1940,4-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Women (Colombia),6,,,0,60,South America,Colombia,Norte De Santander,Cucuta,,Cucuta,7.8939,-72.5078,1,La Opinion (Colombia),National,"On February 4, 2020, in Cucuta, Norte de Santander department, a group of people protested to reject the sexual harassment toward two women that were inside a store. The harassment took place during the weekend and was made by one man. [size=no report]",0,1582840241,COL
6937190,170,COL1942,1942,4-Feb-20,2020,1,Strategic developments,Change to group/activity,Military Forces of Ecuador (2007-),,8,,,0,80,South America,Colombia,Putumayo,San Miguel,,San Marcelino,0.2702,-76.8291,1,El Colombiano,National,"On February 4, 2020, in the San Marcelino reserve, Putumayo department, a group of Ecuadorean soldiers entered the Colombian territory and detained four indigenous people, including a minor. The detainees were taken to Ecuador. The motive of the arrest and the circumstances of the presence of Ecuadorean soldiers in Colombian territory are not reported.",0,1582839939,COL
6969810,170,COL1937,1937,4-Feb-20,2020,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Students (Colombia),7,37,South America,Colombia,Santander,Bucaramanga,,Bucaramanga,7.1163,-73.1326,1,Vanguardia Liberal,Subnational,"On February 4, 2020, inside the university Universidad Industrial de Santander (UIS) in Bucaramanga, Santander department, unidentified armed individuals exploded gas bombs inside the university. No injuries were reported. The motive of the attack is not reported. Students were forced to abandon the classrooms due to the amount of gas.",0,1582840377,COL
6969847,170,COL1938,1938,4-Feb-20,2020,2,Battles,Armed clash,FARC Dissident - Dagoberto Ramos: Revolutionary Armed Forces of Colombia Dissident Faction (Dagoberto Ramos),,2,Military Forces of Colombia (2018-),,1,12,South America,Colombia,Cauca,Caloto,,Caloto,3.0341,-76.4085,1,W Radio,National,"As reported on February 4, 2020, in Caloto municipality, Cauca department, there was an armed clash between FARC dissidents from the Dagoberto Ramos front and soldiers. The armed clash was initiated by FARC dissidents to cover a drug smuggling attempt of a shipment with 421 kg of marijuana. The driver of the truck was arrested. No fatalities or injuries reported.",0,1582840377,COL
6932221,170,COL1943,1943,4-Feb-20,2020,2,Violence against civilians,Attack,ELN: National Liberation Army,,2,Civilians (Venezuela),Health Workers (Venezuela); Women (Venezuela),7,27,South America,Colombia,Norte De Santander,Tibu,,Tibu,8.6395,-72.7359,1,Blu Radio,National,"As reported on February 4, 2020, in Tibu municipality, Norte de Santander department, suspected National Liberation Army (ELN) members shot at a female Venezuelan doctor. The motive of the attack is not reported. The victim is receiving care in Cucuta.",0,1582839798,COL
6931201,170,COL17,17,3-Feb-20,2020,2,Battles,Armed clash,GAOR: Residual Organized Armed Group,,3,Military Forces of Colombia (2018-),,1,13,South America,Colombia,Antioquia,Ituango,,Ituango,7.1716,-75.7647,1,BBC News,International,"As reported on February 3, 2020, at the Cedral Village, Ituango municipality, Antioquia department, there was an armed clash between Residual Organized Armed Group members and soldiers. A soldier was killed. The victim's identification is unknown, as well as the circumstances of the clash. One fatality recorded.",1,1582839794,COL
6938498,170,COL1936,1936,3-Feb-20,2020,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),ASI: Independent Social Alliance Movement; Government of Colombia (2018-),7,37,South America,Colombia,Meta,La Uribe,,Uribe,3.2397,-74.3515,1,El Espectador,National,"As reported on February 3, 2020, in Uribe, Meta department, a councilor of the Independent Social Alliance Party (ASI) was attacked with three shots by unidentified armed individuals. The reason for the attack is not reported. The victim was taken to a hospital to receive medical attention.",0,1582839943,COL
6944411,170,COL1935,1935,3-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Colombia),Students (Colombia),6,,,0,60,South America,Colombia,Bolivar,Cartagena,,Cartagena,10.3917,-75.4824,1,El Universal (Colombia),National,"On February 3, 2020, in Cartagena, Bolivar department, students from the university Universidad de Cartagena protested to reject the aggression that a student suffered  during a protest on January 31. [size=no report]",0,1582839962,COL
6955202,170,COL1934,1934,3-Feb-20,2020,2,Battles,Armed clash,ELN: National Liberation Army,,2,EPL: Popular Liberation Army,,2,22,South America,Colombia,Norte De Santander,Abrego,,Abrego,8.0818,-73.2217,1,La Opinion (Colombia),National,"Since February 3, 2020, in Abrego, Norte de Santander department, there have been armed clashes between members of the National Liberation Army (ELN) and members of the Popular Liberation Army (EPL). The motive of these clashes is the control of territory. There are no reports of injuries or fatalities.",0,1582840318,COL
6931173,170,COL16,16,3-Feb-20,2020,2,Strategic developments,Arrests,Military Forces of Colombia (2018-),,1,FARC Dissident - 29th Front: Revolutionary Armed Forces of Colombia Dissident Faction (29th Front - Gonzalez Prado),,2,12,South America,Colombia,Santander,Barrancabermeja,,Barrancabermeja,7.065,-73.85,1,BBC News,International,"As reported on February 3, 2020, in Barrancabermeja, Santander department, soldiers arrested a leader of the FARC dissident 29th structure Gonzalez Prado front. Military reports informed that soldiers started a surveillance operation months ago to capture and arrest this leader.",0,1582839794,COL
6925861,170,COL1933,1933,2-Feb-20,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Guardia Indigena,7,37,South America,Colombia,Cauca,Santander De Quilichao,,Santander De Quilichao,3.0161,-76.4854,1,El Colombiano; EFE,National-International,"On February 2, 2020, in Santander de Quilichao, Cauca department, a member of the Guardia Indigena was killed by unidentified armed individuals. The motive of the attack is not reported. One fatality recorded.",1,1582839777,COL
6955200,170,COL1932,1932,2-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Venezuela),Refugees/IDPs (Venezuela); Women (Venezuela),6,,,0,60,South America,Colombia,Norte De Santander,Cucuta,,Cucuta,7.8939,-72.5078,1,La Opinion (Colombia),National,"On February 2, 2020, in Cucuta, Norte de Santander department, a group of 60 Venezuelan women protested to demand the entrance to the Central de Abastos. Protesters are asking to be allowed to sell coffee. [size=60]",0,1582840318,COL
6931202,170,COL15,15,31-Jan-20,2020,2,Battles,Armed clash,GAOR: Residual Organized Armed Group,,3,Military Forces of Colombia (2018-),,1,13,South America,Colombia,Antioquia,Taraza,,Taraza,7.5801,-75.4014,1,BBC News,International,"As reported on January 31, 2020, in El Socorro village in Taraza, Antioquia department, there was an armed clash between soldiers and members of the E-18 GAO-Residual Organized Armed Group. Members of the E-18 GAO fled the area after the clash. No injuries and fatalities reported.",0,1582839794,COL
6937191,170,COL1930,1930,31-Jan-20,2020,2,Strategic developments,Other,Civilians (Colombia),Former FARC: Revolutionary Armed Forces of Colombia,7,,,0,70,South America,Colombia,Antioquia,Ituango,,Ituango,7.1716,-75.7647,1,El Colombiano,Subnational,"As reported on January 31 2020, in Ituango, Antioquia, 62 former FARC members with their families were displaced due to the lack of security in the area and recent attacks against former FARC members.",0,1582839939,COL
